review_id,app_name,review_text_original,skip_category
d65a2640-1e05-46a1-a0ed-1916b62596c3,Wagely,Blokir saya,TERLALU_PENDEK
1d8cda27-94c6-4075-9f52-c879d819e839,Wagely,bagus banget,TERLALU_PENDEK
3de8a212-78e2-466d-95c7-28ba7b5fffe4,Wagely,bagus membantu,TERLALU_PENDEK
2c1243ef-5f10-4580-9294-9095af3a0e79,Wagely,BAD APPLICATION!,TERLALU_PENDEK
fb5cac2d-018f-4647-9c34-cbdf58b6c0fd,Wagely,kena hack,TERLALU_PENDEK
ac8efa15-f575-4015-ae9a-d57dbcc0dc15,Wagely,okeh banget,TERLALU_PENDEK
07601248-6e34-4cc1-8899-cd55b35b952b,Wagely,cukup bagus,TERLALU_PENDEK
be0089b7-b54f-466d-bfeb-a0f1be8b9a81,Wagely,bangkrut?,TERLALU_PENDEK
bf19a565-9fd7-4d72-b1b9-68d01523a7b4,Wagely,respon lambat,TERLALU_PENDEK
3e54620a-07b3-4ab1-887f-9eaa1b863030,Wagely,sangat bagus,TERLALU_PENDEK
c8dddb79-f01f-42b2-acc9-fc57a05c86f6,Wagely,sangat mmbntu,TERLALU_PENDEK
a5c976d7-95cd-4561-b70e-175a679eba08,Wagely,apk perTOLOLan,TERLALU_PENDEK
e878bb5c-3018-42d3-9281-f4e711d6ab49,Wagely,Jelek,TERLALU_PENDEK
70a9cb11-cc51-4a5b-8553-1e555b2b4a6d,Wagely,sangat bermanfaat,TERLALU_PENDEK
b3d67f1f-6527-4a24-894e-9539f34f40f4,Wagely,Not bad,TERLALU_PENDEK
414cbf1b-01db-467e-a35a-a75827268911,Wagely,Good,TERLALU_PENDEK
867bccc4-ff02-4762-ae7c-ba3aecaa42f5,Wagely,Slow respon,TERLALU_PENDEK
d13d4d5b-3db8-49f7-bcf4-8f381afd1305,Wagely,Aplikasi setan,TERLALU_PENDEK
a7f32c1e-d0ce-4ee2-9ad6-fa5862fd3c36,Wagely,sering lag,TERLALU_PENDEK
169b641d-a420-4b43-9824-5d0726b3643e,Wagely,ga jelas,TERLALU_PENDEK
005320b5-506d-4e4e-92fb-e5cdc8c71f06,Wagely,Gak jelas,TERLALU_PENDEK
b0886924-31c1-4d3f-be4c-d01f134d53e1,Wagely,Sangat membantu...,TERLALU_PENDEK
ee1b8853-2880-4701-bde7-aafe989bee57,Wagely,Mirip pinjol,TERLALU_PENDEK
d0d625a9-6a91-4534-9567-806d2dd839d8,Wagely,"Angel,ribet,sekali",TERLALU_PENDEK
72c43dc7-5b45-4498-937d-e2388d468c6f,Wagely,Nembabtu sekali,TERLALU_PENDEK
da3785c2-a862-41a3-a115-0d5cba4d7a6a,Wagely,Aplikasi tolol,TERLALU_PENDEK
d9509883-1eaa-4643-b08e-bfcf00af3269,Wagely,Sangat memuaskan 👍👍👍,TERLALU_PENDEK
25a197e0-a8ed-47cd-9f7c-94004b98503d,Wagely,Solusi keuangan,TERLALU_PENDEK
8320fe6b-75e8-41ad-8f25-20e936e813b4,Wagely,Sngat membantu,TERLALU_PENDEK
e3079bed-1c06-44f7-b3c7-b7db00414da0,Wagely,Aplikasi payahhhhh,TERLALU_PENDEK
ff394b95-205b-4651-8786-5e7219ac9609,Wagely,Aplikasi bagus,TERLALU_PENDEK
513bce60-eb41-4f3a-bd94-b7c7769af5fd,Wagely,Buruk,TERLALU_PENDEK
4cebf923-1870-4f75-9035-76875488e376,Wagely,sgt membantu,TERLALU_PENDEK
2f92029d-637a-4764-bf60-b155e9f97e2e,Wagely,Mantabbb,TERLALU_PENDEK
4fcd532b-6367-4fb3-9a0e-9a264e076f2f,Wagely,kecewa,TERLALU_PENDEK
023c6548-4b88-48cb-9a65-3e02ae907184,Wagely,Saya terbantu,TERLALU_PENDEK
4e291f95-44f5-467a-b1cf-67c654b51f64,Wagely,Mantappp,TERLALU_PENDEK
ff175aa4-fca8-4c05-9bfa-467880672540,Wagely,Mntaap,TERLALU_PENDEK
289a6465-66a1-4690-875e-d2764799936e,Wagely,Bagus manfaat,TERLALU_PENDEK
9f3c14fd-d03e-49eb-8d46-7bc78515c746,Wagely,bagus,TERLALU_PENDEK
3f7743eb-cb1d-479f-9af4-da78af195be8,Wagely,Ivuhh .p,TERLALU_PENDEK
58f7384f-f406-4e27-8fcf-f708fbd50cf7,Wagely,Mantap banget,TERLALU_PENDEK
